REF,parcours_norm,sexe,age,tranche_age,dep_code,is_local_13,lead_days,has_club,promo_used,present,segment
358617,12km,H,63,55-64,19,False,-31,False,False,True,1
358649,12km,H,20,18-24,13,True,-31,False,False,True,2
358749,21km,F,60,55-64,05,False,-31,True,False,True,0
359049,21km,F,42,35-44,13,True,-31,False,False,True,4
359067,21km,H,46,45-54,13,True,-31,False,False,False,4
359098,21km,F,43,35-44,13,True,-31,False,False,True,4
359165,21km,H,33,25-34,75,False,56,True,False,True,0
359347,21km,H,42,35-44,13,True,56,False,False,True,4
360598,21km,H,30,25-34,06,False,56,True,True,True,0
360759,12km,F,30,25-34,06,False,56,True,True,True,0
361120,21km,H,57,55-64,,False,55,False,False,True,1
361123,21km,F,50,45-54,,False,55,False,False,True,1
361304,12km,H,58,55-64,13,True,55,False,False,True,2
361375,21km,H,51,45-54,42,False,55,False,False,True,1
361480,12km,F,24,18-24,13,True,55,False,False,True,2
361481,21km,F,36,35-44,75,False,55,False,False,True,1
361680,21km,H,45,45-54,83,False,55,False,False,True,1
361733,21km,H,47,45-54,13,True,54,False,False,True,4
361736,21km,H,33,25-34,06,False,54,False,False,True,1
361766,12km,F,28,25-34,13,True,54,False,False,True,2
361770,21km,F,50,45-54,13,True,54,True,True,True,0
361847,21km,H,47,45-54,13,True,54,False,False,True,4
361864,21km,F,41,35-44,13,True,54,False,False,True,4
361889,12km,F,30,25-34,13,True,54,False,True,True,3
361912,21km,H,39,35-44,13,True,54,False,False,True,4
361974,12km,F,34,25-34,13,True,54,False,False,True,2
362011,12km,F,33,25-34,13,True,54,False,False,True,2
362038,12km,F,32,25-34,75,False,54,False,False,True,1
362339,12km,H,37,35-44,59,False,54,False,False,True,1
362455,12km,F,39,35-44,13,True,53,False,True,True,3
362491,21km,H,34,25-34,13,True,53,False,False,True,4
362493,21km,H,47,45-54,,False,53,False,False,True,1
362596,12km,H,29,25-34,34,False,53,False,False,True,1
362605,12km,H,57,55-64,34,False,53,False,False,True,1
362621,12km,H,37,35-44,13,True,53,False,False,True,2
362655,12km,H,34,25-34,13,True,53,False,False,True,2
362705,12km,H,33,25-34,13,True,53,False,False,True,2
362750,21km,F,31,25-34,13,True,53,False,False,True,4
362932,12km,F,42,35-44,13,True,53,False,False,True,2
363032,12km,H,33,25-34,69,False,53,False,False,True,1
363066,21km,H,41,35-44,13,True,53,False,False,True,4
363148,12km,H,47,45-54,13,True,52,True,False,True,0
363163,12km,H,47,45-54,13,True,52,False,False,True,2
363182,12km,F,35,35-44,13,True,52,False,False,True,2
363191,12km,F,38,35-44,13,True,52,False,False,False,2
363220,12km,H,35,35-44,13,True,52,False,False,True,2
363294,12km,H,24,18-24,13,True,52,False,False,True,2
363346,21km,F,69,65+,26,False,52,False,False,False,1
363387,21km,F,30,25-34,13,True,52,False,False,True,4
363462,12km,H,66,65+,13,True,52,False,False,True,2
363463,12km,F,32,25-34,13,True,52,False,False,True,2
363465,21km,H,54,45-54,13,True,52,False,False,False,4
363526,21km,H,49,45-54,13,True,52,False,False,False,4
363600,21km,H,33,25-34,38,False,52,False,False,True,1
363776,21km,H,22,18-24,13,True,51,False,False,False,4
363848,12km,F,45,45-54,13,True,51,False,False,True,2
363854,12km,F,54,45-54,13,True,51,False,False,False,2
363855,12km,H,45,45-54,13,True,51,False,False,True,2
363860,12km,H,53,45-54,13,True,51,False,False,True,2
363884,21km,H,30,25-34,13,True,51,False,False,True,4
363896,21km,H,42,35-44,13,True,51,False,False,True,4
363924,21km,F,39,35-44,13,True,51,False,False,True,4
363939,21km,H,28,25-34,13,True,51,False,False,True,4
364152,12km,H,59,55-64,13,True,51,False,False,True,2
364170,21km,F,24,18-24,43,False,51,False,False,True,1
364201,21km,H,31,25-34,75,False,51,False,False,False,1
364288,12km,H,33,25-34,13,True,51,False,False,True,2
364297,21km,H,39,35-44,13,True,51,False,False,False,4
364331,21km,H,29,25-34,43,False,51,False,False,True,1
364671,21km,H,24,18-24,13,True,50,True,False,True,0
364681,12km,F,24,18-24,13,True,50,False,False,True,2
364718,21km,H,55,55-64,13,True,50,False,False,True,4
364739,12km,F,21,18-24,13,True,50,False,False,True,2
364785,21km,H,44,35-44,13,True,50,False,False,True,4
364799,21km,H,26,25-34,13,True,50,False,False,True,4
364997,12km,H,19,18-24,13,True,50,False,False,True,2
365098,12km,H,35,35-44,13,True,50,False,False,True,2
365110,21km,F,45,45-54,13,True,50,False,False,True,4
365172,21km,H,26,25-34,13,True,50,False,False,True,4
365266,21km,H,24,18-24,06,False,49,True,False,True,0
365410,12km,F,36,35-44,13,True,49,False,False,True,2
365420,12km,H,40,35-44,13,True,49,False,False,True,2
365451,21km,H,23,18-24,13,True,49,False,True,True,3
365548,21km,H,34,25-34,33,False,49,False,False,True,1
365865,21km,H,31,25-34,13,True,49,True,False,False,0
365929,12km,H,26,25-34,13,True,49,False,False,True,2
366096,21km,F,51,45-54,13,True,48,True,False,True,0
366256,21km,F,33,25-34,13,True,48,True,True,True,0
366445,12km,H,26,25-34,13,True,48,True,False,True,0
366455,21km,H,20,18-24,17,False,48,False,False,True,1
366493,21km,H,27,25-34,75,False,48,False,False,True,1
366502,21km,H,27,25-34,13,True,48,False,False,True,4
366512,21km,H,32,25-34,75,False,48,False,False,True,1
366663,21km,F,37,35-44,13,True,47,False,False,True,4
366664,21km,H,38,35-44,13,True,47,True,False,True,0
366666,21km,H,24,18-24,13,True,47,False,False,True,4
366698,21km,F,48,45-54,13,True,47,False,False,True,4
366703,21km,H,49,45-54,13,True,47,False,False,True,4
366843,21km,H,30,25-34,13,True,47,False,False,True,4
366938,12km,H,44,35-44,13,True,47,False,False,True,2
366987,21km,H,29,25-34,05,False,47,False,False,True,1
366993,21km,H,58,55-64,05,False,47,False,False,True,1
367612,12km,F,45,45-54,13,True,46,False,False,True,2
367667,21km,H,28,25-34,21,False,46,False,False,True,1
367770,12km,H,24,18-24,06,False,46,False,False,True,1
367771,12km,F,21,18-24,13,True,46,False,False,True,2
367829,21km,H,49,45-54,91,False,46,False,False,True,1
367863,21km,H,37,35-44,13,True,46,False,True,True,3
368163,21km,F,30,25-34,,False,46,False,False,False,1
368209,21km,H,48,45-54,70,False,46,True,True,True,0
368227,12km,F,44,35-44,70,False,46,False,True,True,3
368230,12km,H,50,45-54,58,False,46,False,True,True,3
368476,12km,F,48,45-54,74,False,46,False,False,False,1
368554,21km,H,51,45-54,69,False,46,True,False,True,0
368585,21km,H,34,25-34,13,True,45,False,False,True,4
368642,21km,H,25,25-34,13,True,45,False,False,True,4
368743,21km,H,49,45-54,13,True,45,True,False,True,0
368875,12km,H,46,45-54,,False,45,True,False,False,0
368984,21km,F,58,55-64,13,True,45,True,False,True,0
369014,21km,H,22,18-24,04,False,45,False,False,True,1
369059,21km,H,23,18-24,91,False,45,False,False,True,1
369064,21km,H,22,18-24,13,True,45,False,False,True,4
369249,12km,F,32,25-34,13,True,45,False,True,True,3
369359,12km,H,26,25-34,13,True,45,False,False,True,2
369414,21km,H,41,35-44,13,True,45,False,False,True,4
369415,21km,H,22,18-24,13,True,45,False,False,True,4
369416,12km,H,22,18-24,69,False,45,False,False,True,1
369463,21km,H,25,25-34,13,True,44,True,True,False,0
369524,12km,F,29,25-34,13,True,44,True,False,True,0
369560,21km,H,27,25-34,13,True,44,True,True,True,0
369597,12km,F,20,18-24,13,True,44,False,False,True,2
369687,12km,H,45,45-54,13,True,44,False,False,True,2
369693,12km,F,45,45-54,13,True,44,False,False,True,2
369709,12km,H,42,35-44,13,True,44,False,False,True,2
369940,21km,H,39,35-44,13,True,44,False,False,True,4
370026,12km,F,31,25-34,13,True,44,False,False,True,2
370045,12km,H,36,35-44,13,True,44,False,False,True,2
370073,12km,F,28,25-34,13,True,44,False,False,True,2
370080,12km,H,50,45-54,13,True,44,False,False,True,2
370084,12km,H,25,25-34,13,True,44,False,False,True,2
370254,21km,F,37,35-44,13,True,44,False,False,True,4
370269,12km,H,47,45-54,13,True,44,False,False,True,2
370345,12km,F,36,35-44,13,True,44,False,False,True,2
370364,12km,F,59,55-64,30,False,44,False,False,True,1
370370,12km,F,25,25-34,30,False,44,False,False,True,1
370465,12km,H,39,35-44,13,True,44,False,False,True,2
370822,12km,H,20,18-24,13,True,43,False,False,False,2
370844,12km,H,30,25-34,13,True,43,False,False,True,2
370866,21km,H,29,25-34,13,True,43,False,True,True,3
370938,12km,F,33,25-34,13,True,43,False,False,True,2
370942,21km,H,36,35-44,13,True,43,False,False,True,4
371412,12km,H,38,35-44,13,True,43,False,False,True,2
371462,12km,F,21,18-24,13,True,43,False,False,True,2
371608,21km,H,34,25-34,13,True,43,False,False,True,4
371860,12km,F,37,35-44,13,True,42,False,False,True,2
371870,21km,H,35,35-44,13,True,42,False,False,True,4
371874,12km,F,33,25-34,13,True,42,False,False,True,2
371884,21km,H,24,18-24,38,False,42,False,False,True,1
371903,21km,H,34,25-34,13,True,42,False,False,True,4
371905,21km,F,36,35-44,13,True,42,False,False,True,4
371938,12km,H,33,25-34,13,True,42,False,False,True,2
371942,12km,F,31,25-34,13,True,42,False,False,True,2
372096,21km,H,47,45-54,13,True,42,False,True,True,3
372108,12km,F,24,18-24,13,True,42,False,False,False,2
372376,21km,F,34,25-34,13,True,42,False,False,True,4
372477,21km,H,32,25-34,75,False,42,False,False,True,1
372485,21km,F,23,18-24,75,False,42,False,True,True,3
372541,21km,H,29,25-34,13,True,42,False,False,True,4
372546,12km,F,29,25-34,75,False,42,False,False,True,1
372826,12km,F,30,25-34,13,True,41,False,False,True,2
373238,21km,H,34,25-34,11,False,41,False,False,True,1
373397,21km,F,51,45-54,71,False,41,False,False,True,1
373523,21km,H,34,25-34,13,True,41,True,False,True,0
373679,21km,H,22,18-24,07,False,41,True,False,True,0
373685,21km,H,21,18-24,34,False,41,True,False,True,0
373856,21km,H,33,25-34,040,False,40,False,True,True,3
373860,21km,F,29,25-34,040,False,40,False,True,True,3
373943,21km,F,54,45-54,13,True,40,False,False,True,4
373968,21km,H,26,25-34,13,True,40,False,False,True,4
374107,12km,H,45,45-54,13,True,40,False,False,True,2
374145,21km,H,24,18-24,13,True,40,True,False,True,0
374156,21km,H,24,18-24,63,False,40,False,False,True,1
374181,21km,H,21,18-24,73,False,40,False,False,True,1
374203,12km,F,26,25-34,13,True,40,False,False,True,2
374210,12km,H,26,25-34,13,True,40,False,False,True,2
374223,12km,F,56,55-64,21,False,40,True,False,True,0
374248,21km,H,26,25-34,13,True,40,False,False,True,4
374250,12km,F,58,55-64,73,False,40,False,False,True,1
374262,21km,H,59,55-64,13,True,40,True,False,True,0
374276,21km,F,57,55-64,13,True,40,True,False,True,0
374278,21km,F,44,35-44,13,True,40,False,False,True,4
374282,12km,H,58,55-64,73,False,40,False,False,True,1
374311,12km,F,50,45-54,13,True,40,False,False,True,2
374326,12km,F,31,25-34,13,True,40,False,False,True,2
374362,21km,H,28,25-34,13,True,40,False,False,True,4
374381,21km,F,54,45-54,84,False,40,True,False,True,0
374386,21km,H,61,55-64,84,False,40,False,False,True,1
374435,12km,H,32,25-34,84,False,40,False,False,True,1
374447,12km,F,30,25-34,13,True,40,False,False,True,2
374462,12km,F,26,25-34,13,True,40,True,False,True,0
374479,21km,H,34,25-34,13,True,40,False,False,True,4
374489,12km,H,28,25-34,13,True,40,False,False,True,2
374520,21km,H,48,45-54,13,True,40,False,False,True,4
374526,21km,H,58,55-64,83,False,40,False,False,True,1
374527,12km,H,33,25-34,13,True,40,False,True,True,3
374559,21km,H,28,25-34,13,True,40,False,False,True,4
374563,12km,H,37,35-44,13,True,40,False,True,True,3
374564,21km,H,56,55-64,84,False,40,False,False,True,1
374605,21km,F,49,45-54,26,False,40,False,False,True,1
374698,12km,H,42,35-44,13,True,39,False,False,True,2
374711,21km,H,40,35-44,59,False,39,True,False,True,0
374737,12km,H,41,35-44,13,True,39,False,False,True,2
374758,21km,H,35,35-44,13,True,39,False,False,True,4
374802,21km,H,29,25-34,13,True,39,False,False,True,4
374870,12km,H,34,25-34,13,True,39,False,False,True,2
375066,12km,H,30,25-34,13,True,39,False,True,False,3
375077,21km,H,22,18-24,13,True,39,False,False,True,4
375110,21km,H,39,35-44,13,True,39,False,False,True,4
375125,21km,F,32,25-34,13,True,39,False,False,True,4
375169,21km,H,21,18-24,38,False,39,False,False,True,1
375199,21km,H,21,18-24,38,False,39,False,False,True,1
375208,12km,H,49,45-54,13,True,39,False,False,True,2
375215,12km,H,17,<18,13,True,39,False,False,True,2
375265,12km,H,52,45-54,13,True,39,False,False,True,2
375322,12km,H,61,55-64,69,False,39,True,False,True,0
375335,12km,F,27,25-34,13,True,39,False,False,True,2
375348,12km,H,37,35-44,13,True,39,False,False,True,2
375487,21km,H,43,35-44,13,True,39,False,False,True,4
375490,21km,H,30,25-34,83,False,39,False,False,True,1
375507,12km,F,34,25-34,13,True,39,False,False,False,2
375536,21km,H,28,25-34,13,True,303,True,False,True,0
375694,12km,H,39,35-44,13,True,303,False,False,False,2
375763,12km,F,25,25-34,13,True,303,False,False,True,2
375846,12km,F,59,55-64,13,True,303,True,False,True,0
375867,21km,H,26,25-34,34,False,303,False,False,True,1
375870,12km,H,51,45-54,07,False,303,False,False,True,1
375957,12km,H,42,35-44,13,True,303,False,False,True,2
375961,12km,F,31,25-34,13,True,303,False,False,True,2
375974,12km,F,35,35-44,13,True,303,False,False,True,2
375979,12km,H,47,45-54,13,True,303,False,False,True,2
376051,12km,H,40,35-44,13,True,303,False,False,True,2
376066,12km,F,27,25-34,13,True,303,False,False,True,2
376068,12km,F,27,25-34,13,True,303,False,False,True,2
376113,12km,F,33,25-34,83,False,303,False,False,True,1
376190,21km,H,54,45-54,59,False,303,True,False,True,0
376203,12km,F,32,25-34,38,False,303,False,False,True,1
376206,12km,H,37,35-44,38,False,303,False,False,True,1
376313,12km,H,60,55-64,13,True,303,False,False,True,2
376341,21km,H,40,35-44,13,True,303,False,False,True,4
376389,12km,H,51,45-54,13,True,303,False,False,True,2
376403,12km,H,18,18-24,13,True,303,False,False,True,2
376473,21km,F,59,55-64,13,True,303,False,False,False,4
376487,21km,H,36,35-44,84,False,303,False,False,True,1
376570,12km,H,51,45-54,13,True,303,False,False,True,2
376624,21km,H,38,35-44,13,True,272,False,False,True,4
376639,21km,F,27,25-34,13,True,272,False,False,True,4
376656,21km,H,21,18-24,38,False,272,False,False,True,1
376695,21km,F,22,18-24,38,False,272,False,False,True,1
376722,12km,H,36,35-44,38,False,272,False,False,True,1
376742,21km,F,45,45-54,13,True,272,False,False,True,4
376805,21km,H,55,55-64,59,False,272,True,False,True,0
376808,12km,F,28,25-34,13,True,272,False,True,True,3
376812,12km,F,30,25-34,13,True,272,False,True,False,3
376871,21km,H,21,18-24,13,True,272,False,False,True,4
376890,21km,H,47,45-54,13,True,272,False,False,True,4
377152,21km,H,55,55-64,30,False,272,True,False,True,0
377156,21km,H,24,18-24,30,False,272,True,False,True,0
377161,12km,F,57,55-64,30,False,272,True,False,True,0
377243,12km,F,45,45-54,13,True,272,False,False,False,2
377250,12km,H,49,45-54,13,True,272,False,False,True,2
377328,21km,H,25,25-34,69,False,272,False,False,True,1
377405,12km,F,34,25-34,38,False,272,False,False,True,1
377444,21km,F,29,25-34,13,True,272,False,False,True,4
377597,21km,H,34,25-34,83,False,243,True,False,True,0
377724,21km,F,30,25-34,13,True,243,False,False,False,4
377726,21km,F,37,35-44,69,False,243,False,False,True,1
377749,12km,H,25,25-34,13,True,243,False,False,True,2
377796,21km,H,33,25-34,13,True,243,False,False,True,4
377817,12km,H,24,18-24,13,True,243,False,True,True,3
377831,21km,H,30,25-34,13,True,243,False,False,True,4
377916,21km,H,36,35-44,13,True,243,True,False,True,0
377923,12km,H,66,65+,13,True,243,False,False,True,2
377924,12km,F,19,18-24,13,True,243,False,False,True,2
378029,21km,H,62,55-64,13,True,243,False,False,True,4
378056,12km,H,48,45-54,13,True,243,False,False,True,2
378057,21km,F,60,55-64,83,False,243,False,False,True,1
378140,12km,F,23,18-24,38,False,243,False,True,True,3
378144,12km,F,22,18-24,13,True,243,False,True,True,3
378226,21km,H,24,18-24,13,True,243,False,False,True,4
378292,21km,H,28,25-34,13,True,243,False,False,False,4
378544,21km,H,23,18-24,13,True,243,False,False,True,4
378649,21km,H,29,25-34,13,True,212,False,False,True,4
378660,12km,H,49,45-54,13,True,212,False,False,True,2
378661,12km,F,48,45-54,13,True,212,False,False,True,2
378707,21km,H,33,25-34,13,True,212,False,True,True,3
378838,21km,H,27,25-34,13,True,212,False,False,True,4
378842,12km,H,47,45-54,13,True,212,True,False,True,0
379017,12km,F,44,35-44,13,True,212,False,False,True,2
379079,12km,H,52,45-54,83,False,212,True,False,False,0
379174,12km,H,34,25-34,13,True,212,False,False,True,2
379188,12km,H,46,45-54,13,True,212,False,False,True,2
379298,12km,F,33,25-34,13,True,212,False,False,True,2
379319,12km,H,22,18-24,13,True,212,False,True,True,3
379320,12km,H,28,25-34,13,True,212,False,True,True,3
379351,21km,H,40,35-44,13,True,182,False,False,True,4
379461,12km,F,37,35-44,13,True,182,False,False,True,2
379492,21km,H,60,55-64,40,False,182,False,False,True,1
379496,21km,H,23,18-24,13,True,182,False,False,True,4
379499,12km,F,33,25-34,13,True,182,False,False,True,2
379502,12km,H,34,25-34,13,True,182,False,False,True,2
379506,21km,F,54,45-54,13,True,182,False,False,True,4
379538,12km,F,22,18-24,13,True,182,False,False,True,2
379545,12km,F,50,45-54,13,True,182,False,False,True,2
379547,12km,H,51,45-54,13,True,182,False,False,True,2
379561,21km,H,52,45-54,83,False,182,False,False,False,1
379642,21km,F,34,25-34,84,False,182,False,True,True,3
379683,21km,H,49,45-54,33,False,182,False,False,True,1
379713,12km,F,35,35-44,13,True,182,False,False,True,2
379734,12km,H,30,25-34,75,False,182,False,False,True,1
379816,21km,H,70,65+,83,False,182,True,False,True,0
379996,21km,H,27,25-34,13,True,182,False,False,True,4
379998,21km,F,26,25-34,13,True,182,False,False,True,4
380063,12km,F,48,45-54,13,True,182,False,False,True,2
380065,21km,H,49,45-54,13,True,182,False,False,True,4
380089,21km,H,24,18-24,75,False,182,False,False,True,1
380090,21km,H,26,25-34,13,True,182,True,False,True,0
380144,12km,H,45,45-54,13,True,151,False,False,True,2
380151,21km,H,33,25-34,,False,151,False,True,True,3
380161,21km,H,34,25-34,13,True,151,False,False,True,4
380178,21km,H,31,25-34,05,False,151,False,False,False,1
380186,21km,H,40,35-44,13,True,151,False,False,True,4
380236,12km,F,63,55-64,05,False,151,False,False,True,1
380246,12km,H,65,65+,05,False,151,False,False,True,1
380251,21km,H,37,35-44,13,True,151,False,False,True,4
380257,12km,F,44,35-44,13,True,151,False,False,True,2
380261,21km,H,44,35-44,13,True,151,False,False,True,4
380263,12km,H,39,35-44,13,True,151,False,False,True,2
380281,21km,F,46,45-54,92,False,151,False,False,False,1
380282,12km,H,62,55-64,13,True,151,False,False,True,2
380377,12km,F,45,45-54,05,False,151,False,False,True,1
380380,12km,F,16,<18,05,False,151,True,False,True,0
380421,21km,H,25,25-34,13,True,151,False,False,True,4
380426,12km,H,36,35-44,13,True,151,False,False,True,2
380455,12km,F,56,55-64,01,False,151,True,False,False,0
380471,12km,H,55,55-64,33,False,151,False,False,True,1
380476,21km,H,23,18-24,50,False,151,False,False,True,1
380520,21km,H,59,55-64,13,True,151,False,False,True,4
380550,21km,F,29,25-34,75,False,151,False,False,True,1
380555,12km,F,63,55-64,13,True,151,False,False,True,2
380634,21km,F,48,45-54,13,True,151,False,False,True,4
380656,21km,H,29,25-34,13,True,151,True,False,True,0
380687,12km,F,24,18-24,13,True,151,False,False,True,2
380688,12km,F,25,25-34,69,False,151,False,False,True,1
380689,12km,F,26,25-34,13,True,151,False,False,True,2
380694,21km,F,34,25-34,13,True,151,True,False,False,0
380713,12km,F,27,25-34,92,False,151,False,False,True,1
380725,21km,H,21,18-24,38,False,121,False,False,True,1
380749,21km,H,24,18-24,30,False,121,False,False,True,1
380787,21km,H,37,35-44,13,True,121,False,False,True,4
380788,12km,H,27,25-34,13,True,121,False,False,True,2
380800,21km,H,28,25-34,13,True,121,False,False,True,4
380829,21km,H,23,18-24,13,True,121,False,False,True,4
380833,21km,F,27,25-34,13,True,121,True,True,True,0
380841,12km,F,28,25-34,13,True,121,False,True,True,3
380865,21km,F,63,55-64,83,False,121,False,False,True,1
380867,21km,H,31,25-34,13,True,121,False,True,True,3
380868,21km,H,29,25-34,13,True,121,False,False,True,4
380869,21km,H,34,25-34,13,True,121,False,True,True,3
380871,12km,F,31,25-34,13,True,121,False,True,True,3
380877,21km,F,29,25-34,13,True,121,False,True,True,3
380879,12km,F,52,45-54,13,True,121,False,True,True,3
380884,21km,H,27,25-34,13,True,121,False,True,False,3
380889,12km,F,34,25-34,13,True,121,False,True,True,3
380891,12km,H,34,25-34,13,True,121,False,True,True,3
380895,12km,H,25,25-34,13,True,121,False,True,True,3
380897,12km,H,27,25-34,13,True,121,False,True,True,3
380902,12km,H,27,25-34,13,True,121,False,True,True,3
380903,21km,H,33,25-34,13,True,121,False,True,True,3
380912,21km,H,34,25-34,13,True,121,False,False,True,4
381030,21km,H,36,35-44,13,True,121,False,False,True,4
381032,12km,F,24,18-24,13,True,121,False,False,True,2
381061,21km,H,34,25-34,13,True,121,False,False,False,4
381129,12km,F,33,25-34,93,False,121,False,False,True,1
381200,21km,H,37,35-44,05,False,121,False,False,True,1
381203,21km,F,44,35-44,05,False,121,False,False,True,1
381250,12km,F,23,18-24,13,True,121,False,False,True,2
381254,12km,H,62,55-64,94,False,121,False,False,True,1
381280,21km,H,48,45-54,,False,121,True,False,True,0
381287,12km,F,48,45-54,,False,121,True,False,True,0
381470,12km,F,22,18-24,84,False,121,False,False,True,1
381480,12km,H,22,18-24,84,False,121,False,False,False,1
381535,12km,F,24,18-24,13,True,90,False,False,True,2
381560,21km,H,35,35-44,04,False,90,True,False,True,0
381589,21km,H,25,25-34,13,True,90,False,False,True,4
381649,12km,F,44,35-44,34,False,90,False,True,False,3
381663,12km,H,30,25-34,13,True,90,False,False,False,2
381693,12km,H,44,35-44,34,False,90,False,True,False,3
381970,21km,H,28,25-34,92,False,90,False,False,True,1
381982,21km,H,52,45-54,13,True,90,True,True,True,0
381987,12km,F,50,45-54,13,True,90,True,False,True,0
382025,12km,H,30,25-34,13,True,90,False,False,True,2
382110,21km,H,31,25-34,13,True,90,False,False,True,4
382129,21km,F,37,35-44,13,True,90,False,False,True,4
382138,21km,H,31,25-34,13,True,90,False,False,True,4
382180,21km,H,25,25-34,13,True,90,False,False,False,4
382189,12km,F,30,25-34,13,True,90,False,False,True,2
382200,21km,H,48,45-54,83,False,90,False,False,True,1
382203,21km,H,44,35-44,92,False,90,False,False,True,1
382212,21km,H,49,45-54,13,True,90,False,False,True,4
382221,12km,F,30,25-34,13,True,90,False,False,True,2
382277,21km,H,21,18-24,13,True,90,False,False,True,4
382288,12km,H,24,18-24,13,True,90,False,False,True,2
382418,12km,F,29,25-34,13,True,59,False,False,True,2
382441,12km,F,27,25-34,13,True,59,True,False,True,0
382514,21km,H,22,18-24,13,True,59,False,False,True,4
382571,12km,F,30,25-34,63,False,59,False,False,True,1
382709,21km,H,36,35-44,29,False,59,False,False,True,1
382719,21km,H,24,18-24,13,True,59,False,False,True,4
382722,21km,F,25,25-34,13,True,59,False,False,True,4
382754,12km,H,27,25-34,13,True,59,False,True,True,3
382787,21km,H,35,35-44,30,False,59,True,False,True,0
382792,21km,H,24,18-24,69,False,59,False,False,True,1
382807,21km,H,24,18-24,13,True,59,False,True,True,3
383085,21km,H,36,35-44,13,True,29,False,True,True,3
383099,21km,H,23,18-24,13,True,29,False,False,True,4
383105,12km,F,26,25-34,13,True,29,False,False,True,2
383107,12km,H,25,25-34,13,True,29,False,False,True,2
383123,12km,F,27,25-34,13,True,29,False,False,True,2
383174,21km,F,24,18-24,13,True,29,False,True,True,3
383214,12km,H,43,35-44,13,True,29,False,False,True,2
383216,12km,H,39,35-44,13,True,29,False,False,True,2
383223,12km,H,38,35-44,13,True,29,False,False,True,2
383304,12km,H,24,18-24,69,False,29,False,False,True,1
383305,12km,F,43,35-44,13,True,29,False,False,True,2
383341,12km,F,32,25-34,13,True,29,False,False,True,2
383350,12km,H,27,25-34,69,False,29,False,False,True,1
383356,12km,F,39,35-44,13,True,29,False,False,True,2
383384,12km,F,22,18-24,34,False,29,False,False,True,1
383392,12km,F,21,18-24,34,False,29,False,False,True,1
383433,21km,F,29,25-34,,False,29,False,False,True,1
383434,21km,F,23,18-24,,False,29,False,False,True,1
383536,12km,H,50,45-54,30,False,29,True,False,True,0
383566,12km,H,24,18-24,13,True,29,False,False,True,2
383595,12km,H,47,45-54,83,False,29,False,False,True,1
383602,12km,F,46,45-54,13,True,29,False,False,True,2
383608,12km,H,36,35-44,71,False,29,False,False,True,1
383649,12km,F,31,25-34,,False,29,False,False,True,1
383680,12km,F,51,45-54,83,False,-2,False,False,True,1
383728,12km,H,36,35-44,13,True,-2,False,False,True,2
383740,21km,F,22,18-24,13,True,-2,False,False,True,4
383758,12km,H,36,35-44,13,True,-2,False,False,True,2
383827,12km,F,38,35-44,13,True,-2,False,False,True,2
383834,12km,H,38,35-44,13,True,-2,False,False,True,2
383982,12km,F,34,25-34,24,False,-2,False,False,True,1
384108,12km,F,20,18-24,04,False,-2,False,False,True,1
384133,21km,H,34,25-34,,False,-2,False,False,True,1
384380,12km,H,42,35-44,13,True,-2,False,False,True,2
384396,12km,F,35,35-44,13,True,-2,False,False,False,2
384534,21km,F,39,35-44,77,False,-2,True,False,True,0
384536,21km,H,52,45-54,77,False,-2,True,False,True,0
384550,21km,F,28,25-34,13,True,-2,False,True,True,3
384558,12km,F,25,25-34,13,True,-2,False,True,True,3
384570,21km,H,24,18-24,13,True,-2,False,False,True,4
384580,12km,F,35,35-44,13,True,-2,False,False,True,2
384583,21km,H,24,18-24,13,True,-2,True,False,True,0
384603,12km,F,20,18-24,13,True,-32,False,False,True,2
384730,21km,H,24,18-24,13,True,-32,True,True,True,0
384770,12km,F,52,45-54,30,False,-32,True,True,True,0
384777,12km,H,41,35-44,13,True,-32,False,False,True,2
384940,12km,F,48,45-54,63,False,-32,False,False,True,1
384947,12km,H,48,45-54,63,False,-32,False,False,True,1
384948,21km,H,19,18-24,63,False,-32,False,False,True,1
384957,12km,H,38,35-44,13,True,-32,False,False,True,2
385097,12km,F,27,25-34,84,False,-32,False,False,True,1
385102,12km,H,42,35-44,84,False,-32,False,False,True,1
385118,21km,F,23,18-24,13,True,-32,False,False,True,4
385124,21km,H,24,18-24,13,True,-32,False,False,True,4
385277,12km,H,56,55-64,13,True,-32,False,False,True,2
385278,12km,F,44,35-44,13,True,-32,False,False,True,2
385435,12km,H,38,35-44,13,True,26,False,False,True,2
385467,12km,H,41,35-44,13,True,26,False,False,True,2
385474,12km,F,52,45-54,13,True,26,False,False,False,2
385478,12km,F,24,18-24,13,True,26,False,False,True,2
385481,12km,F,29,25-34,13,True,26,False,False,True,2
385486,12km,F,24,18-24,13,True,26,False,False,True,2
385502,21km,F,32,25-34,25,False,26,False,False,True,1
385559,12km,H,30,25-34,34,False,26,True,True,True,0
385565,21km,H,30,25-34,13,True,26,False,False,True,4
385597,21km,H,27,25-34,13,True,26,False,False,True,4
385609,12km,F,44,35-44,30,False,26,False,False,True,1
385693,12km,F,29,25-34,13,True,26,False,True,True,3
385778,12km,H,32,25-34,13,True,26,False,False,True,2
385818,12km,H,38,35-44,13,True,26,False,False,True,2
385823,21km,F,26,25-34,75,False,26,False,True,True,3
385867,21km,H,22,18-24,13,True,26,False,False,True,4
385874,12km,F,43,35-44,13,True,26,True,False,True,0
385878,12km,H,25,25-34,13,True,26,False,False,True,2
